timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1628877858039,2,HTTP Request,200,OK,Fetch Player By Id 2-73,text,true,,268,130,1,1,http://localhost:4000/api/player/74,2,0,1
1628877858085,3,HTTP Request,200,OK,Fetch Player By Id 2-74,text,true,,268,130,1,1,http://localhost:4000/api/player/75,2,0,1
1628877858137,2,HTTP Request,200,OK,Fetch Player By Id 2-75,text,true,,268,130,1,1,http://localhost:4000/api/player/76,2,0,1
1628877858192,2,HTTP Request,200,OK,Fetch Player By Id 2-76,text,true,,268,130,1,1,http://localhost:4000/api/player/77,2,0,0
1628877858239,2,HTTP Request,200,OK,Fetch Player By Id 2-77,text,true,,268,130,1,1,http://localhost:4000/api/player/78,2,0,1
1628877858291,3,HTTP Request,200,OK,Fetch Player By Id 2-78,text,true,,268,130,1,1,http://localhost:4000/api/player/79,2,0,1
1628877858337,2,HTTP Request,200,OK,Fetch Player By Id 2-79,text,true,,268,130,1,1,http://localhost:4000/api/player/80,2,0,0
1628877858378,1,HTTP Request,200,OK,Fetch Player By Id 2-80,text,true,,268,130,1,1,http://localhost:4000/api/player/81,1,0,0
1628877858435,2,HTTP Request,200,OK,Fetch Player By Id 2-81,text,true,,268,130,1,1,http://localhost:4000/api/player/82,2,0,1
1628877858484,2,HTTP Request,200,OK,Fetch Player By Id 2-82,text,true,,268,130,1,1,http://localhost:4000/api/player/83,2,0,1
1628877858534,2,HTTP Request,200,OK,Fetch Player By Id 2-83,text,true,,268,130,1,1,http://localhost:4000/api/player/84,2,0,1
1628877858580,1,HTTP Request,200,OK,Fetch Player By Id 2-84,text,true,,268,130,1,1,http://localhost:4000/api/player/85,1,0,0
1628877858636,2,HTTP Request,200,OK,Fetch Player By Id 2-85,text,true,,268,130,1,1,http://localhost:4000/api/player/86,2,0,1
